time	manip	gran	press	averat	laba	proba	StZn
186	1	0	0	1	1	0	0	
187	1	0	0	1	1	0	0	
188	0	0	0	1	1	0	0	
189	0	0	0	1	1	0	0	
190	0	0	0	1	1	0	0	
191	0	0	0	1	1	0	0	
192	0	0	0	1	1	0	0	
193	0	0	0	1	2	0	0	
194	1	0	0	1	0	0	0	
195	1	0	0	1	0	0	0	
196	0	0	0	2	0	0	0	
197	1	0	0	0	0	0	1	
198	0	0	0	0	0	0	1	
199	1	0	0	0	0	1	2	
200	0	0	0	0	0	2	2	
201	1	0	1	0	1	2	2	
202	1	0	1	0	1	2	2	
203	1	0	1	0	1	2	2	
204	1	0	2	0	1	2	2	
205	0	0	0	0	1	2	2	
206	3	1	0	0	1	2	2	
207	3	1	0	0	1	2	2	
208	0	1	0	0	1	2	2	
209	1	1	0	0	1	0	2	
210	1	1	0	0	2	0	2	
211	0	1	0	0	0	0	2	
212	0	2	0	0	0	0	0	
213	1	2	0	1	0	0	0	
214	1	2	0	1	0	0	0	
215	1	2	0	1	0	0	0	
216	0	2	0	1	0	0	0	
217	0	2	0	1	0	0	0	
218	0	2	0	1	0	0	0	
219	0	2	0	1	0	0	0	
220	0	2	0	2	0	0	0	
221	1	2	0	3	0	0	0	
222	0	2	0	3	0	0	0	
223	0	2	0	0	0	1	0	
224	1	0	0	0	0	2	0	
225	1	0	0	0	1	2	0	
226	0	0	0	0	1	2	0	
227	0	0	0	1	1	2	0	
228	1	1	0	1	1	0	0	
229	1	1	0	1	1	0	0	
230	0	1	0	2	1	0	0	
231	0	1	0	2	1	0	0	
232	0	1	0	2	1	0	0	
233	0	2	0	2	1	0	0	
234	0	2	0	2	1	0	0	
235	0	2	0	2	2	0	0	
236	1	2	0	0	0	0	0	
237	0	2	0	0	0	0	0	
238	1	0	0	0	0	1	0	
239	1	0	0	0	0	2	0	
240	0	0	0	0	1	2	0	
241	1	0	0	1	1	0	0	
242	1	0	0	1	1	0	0	
243	0	0	0	1	1	0	0	
244	1	0	0	1	1	0	0	
245	1	0	0	2	1	0	0	
246	1	0	0	2	1	0	0	
247	0	0	0	2	1	0	0	
248	0	0	0	2	1	0	0	
249	0	1	0	2	2	0	0	
250	1	1	0	3	0	0	0	
251	0	1	0	3	0	0	0	
252	1	1	0	0	0	1	0	
253	1	1	0	0	0	2	0	
254	0	2	0	0	1	2	0	
255	1	3	0	0	1	2	1	
256	1	3	0	0	1	2	1	
257	0	0	0	0	1	2	2	
258	3	0	0	1	1	2	2	
259	3	0	0	1	1	2	2	
260	0	0	0	1	1	2	2	
261	1	0	0	1	1	0	2	
262	1	0	0	1	1	0	2	
263	0	0	0	1	2	0	2	
264	1	0	0	1	0	0	2	
265	1	0	0	1	0	0	2	
266	1	0	0	1	0	0	2	
267	0	0	0	2	0	0	2	
268	1	0	0	0	0	0	2	
269	0	0	0	0	0	0	2	
270	1	0	0	0	0	1	2	
271	0	0	0	0	0	2	2	
272	1	0	1	0	1	2	2	
273	1	0	1	0	1	2	2	
274	1	0	1	0	1	2	2	
275	1	0	2	0	1	2	2	
276	0	0	0	0	1	2	2	
277	1	1	0	0	1	0	2	
278	1	1	0	0	1	0	2	
279	0	1	0	0	1	0	2	
280	0	1	0	0	1	0	0	
281	0	1	0	1	2	0	0	
282	1	1	0	1	0	0	0	
283	1	2	0	1	0	0	0	
284	0	2	0	1	0	0	0	
285	0	2	0	1	0	0	1	
286	0	2	0	1	0	0	1	
287	0	2	0	2	0	0	2	
288	1	2	0	3	0	0	2	
289	0	2	0	3	0	0	2	
290	0	2	0	0	0	1	2	
291	1	0	0	0	0	2	2	
292	1	0	0	0	1	2	2	
293	0	0	0	0	1	2	2	
294	0	0	0	1	1	2	2	
295	1	1	0	1	1	0	2	
296	1	1	0	1	1	0	2	
297	0	1	0	1	1	0	2	
298	0	1	0	1	1	0	2	
299	0	1	0	1	1	0	2	
300	0	2	0	1	1	0	2	
301	0	2	0	1	2	0	2	
302	1	2	0	1	0	0	2	
303	1	2	0	1	0	0	2	
304	1	2	0	1	0	0	2	
305	0	2	0	1	0	0	2	
306	0	2	0	2	0	0	2	
307	1	2	0	3	0	0	2	
308	0	2	0	3	0	0	2	
309	3	2	0	0	0	1	2	
310	3	2	0	0	0	2	2	
311	0	2	0	0	1	2	2	
312	1	0	0	0	1	2	2	
313	1	0	0	0	1	2	2	
314	0	0	0	0	1	2	2	
315	0	0	0	1	1	2	2	
316	1	1	0	1	1	0	2	
317	1	1	0	1	1	0	2	
318	0	1	0	1	1	0	2	
319	0	1	0	1	1	0	2	
320	0	1	0	1	1	0	2	
321	0	2	0	1	2	0	2	
322	0	2	0	1	0	0	2	
323	0	2	0	1	0	0	2	
324	0	2	0	1	0	0	2	
325	0	2	0	1	0	0	2	
326	0	2	0	1	0	0	2	
327	0	2	0	1	0	0	2	
328	0	2	0	1	0	0	2	
329	0	2	0	2	0	0	2	
330	1	2	0	3	0	0	2	
331	0	2	0	3	0	0	2	
332	0	2	0	0	0	1	2	
333	1	3	0	0	0	2	2	
334	1	3	0	0	1	2	2	
335	0	0	0	0	1	2	2	
336	1	0	0	1	1	0	2	
337	1	0	0	1	1	0	2	
338	0	0	0	1	1	0	2	
339	0	0	0	1	1	0	2	
340	0	0	0	1	1	0	2	
341	0	0	0	2	1	0	2	
342	0	0	0	2	1	0	2	
343	0	0	0	2	2	0	2	
344	1	0	0	0	0	0	2	
345	0	0	0	0	0	0	2	
346	0	0	0	0	0	1	0	
347	1	0	0	1	0	2	0	
348	1	0	0	2	1	2	0	
349	0	0	0	2	1	2	0	
350	1	0	0	2	1	0	1	
351	1	0	0	2	1	0	1	
352	0	0	0	2	1	0	2	
353	0	0	0	2	1	0	2	
354	0	0	0	2	1	0	2	
355	0	0	0	2	1	0	2	
356	0	0	0	2	1	0	2	
357	0	0	0	2	1	0	2	
358	0	0	0	2	2	0	2	
359	1	0	0	0	0	0	2	
360	0	0	0	0	0	0	2	
361	0	0	0	0	0	1	0	
362	1	0	0	1	0	2	0	
363	1	0	0	1	1	2	0	
364	0	0	0	2	1	2	0	
365	1	0	0	2	1	0	1	
366	1	0	0	2	1	0	1	
367	0	0	0	2	1	0	2	
368	0	0	0	2	1	0	2	
369	0	0	0	2	1	0	2	
370	0	0	0	2	1	0	2	
371	0	0	0	2	1	0	2	
372	0	0	0	2	2	0	2	
373	1	0	0	3	0	0	2	
374	0	0	0	3	0	0	2	
375	0	0	0	0	0	1	2	
376	1	0	0	0	0	2	2	
377	0	0	0	0	1	2	2	
378	3	0	1	0	1	2	2	
379	3	0	1	0	1	2	2	
380	0	0	1	0	1	2	2	
381	1	0	2	0	1	2	2	
382	1	0	0	0	1	2	2	
383	1	0	0	0	1	2	2	
384	1	0	0	0	1	2	2	
385	0	0	0	0	1	2	2	
386	1	1	0	0	2	0	2	
387	1	1	0	0	0	0	2	
388	0	1	0	0	0	0	2	
389	0	1	0	0	0	0	0	
390	1	1	0	1	0	0	0	
391	1	1	0	1	0	0	0	
392	0	2	0	1	0	0	0	
393	0	2	0	1	0	0	1	
394	0	2	0	1	0	0	1	
395	0	2	0	1	0	0	2	
396	0	2	0	1	0	0	2	
397	0	2	0	1	0	0	2	
398	0	2	0	1	0	0	2	
399	0	2	0	1	0	0	2	
